Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
Drew Stubbs,31,OF,-0.2,20,42,38,6,9,0,0,1,3,4,0,4,20,.237,.310,.316,.625,69,.309,68,12,1,0,0,0,0,8H/7,
Héctor Olivera,31,LF,-0.3,6,21,19,2,4,1,0,0,2,0,0,1,5,.211,.238,.263,.501,35,.260,49,5,1,0,0,1,0,/7H,
Rio Ruiz*,22,3B,0.1,5,7,7,1,2,0,1,0,2,1,0,0,2,.286,.286,.571,.857,123,.388,116,4,0,0,0,0,0,/H5,
Matt Wisler,23,P,-0.1,27,53,46,2,7,0,0,0,2,0,0,1,21,.152,.167,.152,.319,-13,.163,-35,7,2,0,5,1,0,1/H,
Julio Teheran,25,P,0.1,29,61,49,1,10,1,0,0,2,0,0,1,16,.204,.220,.224,.444,20,.195,-20,11,1,0,11,0,0,1/H,AS
Blake Lalli*,33,1B,-0.2,10,13,13,0,2,1,0,0,1,0,0,0,3,.154,.154,.231,.385,2,.165,-20,3,1,0,0,0,0,/H3,
Reid Brignac#,30,IF,-0.1,13,29,29,3,6,2,0,0,1,0,0,0,8,.207,.207,.276,.483,29,.207,11,8,0,0,0,0,0,/H54,
Mike Foltynewicz,24,P,-0.1,19,42,36,3,5,1,0,0,1,0,0,1,19,.139,.162,.167,.329,-11,.147,-51,6,0,0,5,0,0,1,
Joel De La Cruz,27,P,0.0,21,18,16,0,3,0,0,0,1,0,0,0,8,.188,.188,.188,.375,2,.169,-32,3,1,0,2,0,0,1,
Jhoulys Chacín,28,P,0.1,4,8,8,0,2,0,0,0,1,0,0,0,1,.250,.250,.250,.500,36,.225,24,2,0,0,0,0,0,/1,
Matt Tuiasosopo,30,,,3,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-141,0,0,0,0,0,0,/H,
Bud Norris,31,P,0.3,20,22,12,1,2,0,1,0,0,0,0,3,5,.167,.375,.333,.708,94,.331,100,4,0,1,6,0,0,1,
Aaron Blair,24,P,-0.2,15,23,21,0,1,0,0,0,0,0,0,0,9,.048,.048,.048,.095,-74,.043,-128,1,0,0,2,0,0,1,
Tyrell Jenkins,23,P,0.0,14,17,13,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.139,-82,0,0,0,4,0,0,1,
Rob Whalen,22,P,0.0,6,11,10,0,2,0,0,0,0,0,0,0,3,.200,.200,.200,.400,9,.180,-20,2,0,0,1,0,0,/1H,
John Gant,23,P,-0.1,19,10,7,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-243,0,0,0,3,0,0,1,
Williams Pérez,25,P,-0.3,11,19,17,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,.000,-167,0,1,0,2,0,0,1,
Lucas Harrell#,31,P,-0.1,4,8,8,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-138,0,0,0,0,0,0,/1,
Josh Collmenter,30,P,-0.1,3,7,6,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,.000,-178,0,0,0,1,0,0,/1,
Ryan Weber,25,P,-0.1,16,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-139,0,0,0,0,0,0,1,
Roberto Hernández,35,P,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-139,0,0,0,0,0,0,/1,
Casey Kelly,26,P,0.0,10,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-257,0,0,0,1,0,0,1,
Ian Krol*,25,P,0.0,59,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-145,0,0,0,0,0,0,1,
Jim Johnson,33,P,0.0,61,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-145,0,0,0,0,0,0,1,
Arodys Vizcaíno,25,P,0.0,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Eric O'Flaherty*,31,P,0.0,37,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Dan Winkler,26,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,
Chris Withrow,27,P,0.0,42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Madison Younginer,25,P,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,
Shae Simmons,25,P,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,
Chaz Roe,29,P,0.0,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
José Ramírez,26,P,0.0,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Alexi Ogando,32,P,0.0,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Matt Marksberry*,25,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,
Jed Bradley*,26,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,
Dario Álvarez*,27,P,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Jason Hursh,24,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,
Jason Grilli,39,P,0.0,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Mauricio Cabrera,22,P,0.0,38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Hunter Cervenka*,26,P,0.0,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Brandon Cunniff,27,P,0.0,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
