Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
1,Yasmani Grandal#,32,C,3.7,93,375,279,60,67,9,0,23,62,0,0,87,82,.240,.420,.520,.939,155,.406,159,145,15,3,1,5,0,2/D3H,
2,José Abreu,34,1B,3.0,152,659,566,86,148,30,2,30,117,1,0,61,143,.261,.351,.481,.831,124,.358,124,272,28,22,0,10,3,*3D/5,MVP-14
3,César Hernández#,31,2B,-0.8,53,217,194,24,45,4,0,3,15,1,1,21,45,.232,.309,.299,.608,68,.266,60,58,5,1,0,1,2,4/6,
4,Tim Anderson,28,SS,4.5,123,551,527,94,163,29,2,17,61,18,7,22,119,.309,.338,.469,.806,118,.357,123,247,5,1,0,1,1,*6,AS
5,Yoán Moncada#,26,3B,4.1,144,616,520,74,137,33,1,14,61,3,2,84,157,.263,.375,.412,.787,116,.346,116,214,6,10,0,2,1,*5/D,
6,Andrew Vaughn,23,LF,0.3,127,469,417,56,98,22,0,15,48,1,1,41,101,.235,.309,.396,.705,91,.322,100,165,14,6,0,5,0,793/HD54,
7,Luis Robert Jr.,23,CF,3.7,68,296,275,42,93,22,1,13,43,6,1,14,61,.338,.378,.567,.946,154,.408,158,156,4,5,0,2,1,8/D,
8,Adam Eaton*,32,RF,0.2,58,219,189,33,38,8,2,5,28,2,0,20,55,.201,.298,.344,.642,75,.286,72,65,5,6,4,0,0,9/H7,
9,Yermín Mercedes,28,DH,0.5,68,262,240,26,65,9,1,7,37,0,1,20,46,.271,.328,.404,.732,99,.331,107,97,7,1,0,1,1,D/H213,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
10,Leury García#,30,UT,2.1,126,474,415,60,111,22,4,5,54,6,2,41,97,.267,.335,.376,.711,95,.320,97,156,12,4,9,5,0,497865/H,
11,Brian Goodwin*,30,OF,-0.6,72,271,235,33,52,10,1,8,29,1,0,33,58,.221,.319,.374,.693,89,.309,89,88,2,1,1,1,0,98/7HD,
12,Zack Collins*,26,C,-0.5,78,231,195,25,41,13,0,4,26,1,1,34,69,.210,.330,.338,.669,84,.298,83,66,4,1,1,0,1,2H/D3,
13,Eloy Jiménez,24,LF,0.7,55,231,213,23,53,10,0,10,37,0,0,16,57,.249,.303,.437,.740,99,.331,105,93,8,1,0,1,0,7D,
14,Nick Madrigal,24,2B,1.2,54,215,200,30,61,10,4,2,21,1,2,11,17,.305,.349,.425,.774,111,.354,124,85,3,3,0,1,0,4/DH,
15,Danny Mendick,27,MI,-0.4,71,186,164,14,36,5,0,2,20,0,1,18,42,.220,.303,.287,.589,63,.265,61,47,1,2,1,1,0,46/9H5718D,
