Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
1,Jeff Mathis,36,C,-1.5,86,244,228,17,36,9,0,2,12,1,0,15,87,.158,.209,.224,.433,11,.194,-6,51,2,0,0,1,1,2/1,
2,Ronald Guzmán*,24,1B,0.0,87,295,256,34,56,20,0,10,36,1,2,32,87,.219,.308,.414,.723,81,.306,76,106,7,3,0,4,1,3/HD,
3,Rougned Odor*,25,2B,-0.3,145,581,522,77,107,30,1,30,93,11,9,52,178,.205,.283,.439,.721,79,.303,74,229,4,5,1,1,2,*4/HD,
4,Elvis Andrus,30,SS,1.5,147,648,600,81,165,27,4,12,72,31,8,34,96,.275,.313,.393,.707,78,.322,81,236,16,4,0,10,1,*6/D,
5,Asdrúbal Cabrera#,33,3B,-0.2,93,368,323,45,76,15,0,12,51,4,0,38,85,.235,.318,.393,.711,80,.317,80,127,6,3,0,4,1,5/H,
6,Willie Calhoun*,24,LF,0.6,83,337,309,51,83,14,1,21,48,0,0,23,53,.269,.323,.524,.848,110,.358,110,162,5,3,0,2,0,7/DH,
7,Delino DeShields,26,CF,1.3,118,408,357,42,89,15,4,4,32,24,6,38,100,.249,.325,.347,.672,72,.314,75,124,8,3,8,2,0,*8H/D,
8,Nomar Mazara*,24,RF,1.0,116,469,429,69,115,27,1,19,66,4,1,28,108,.268,.318,.469,.786,96,.338,96,201,5,6,0,6,2,9/DH,
9,Shin-Soo Choo*,36,DH,1.6,151,660,563,93,149,31,2,24,61,15,1,78,165,.265,.371,.455,.826,109,.371,116,256,6,18,0,1,3,D97H,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
10,Danny Santana#,28,UT,2.0,130,511,474,81,134,23,6,28,81,21,6,25,151,.283,.324,.534,.857,112,.360,109,253,8,6,0,5,2,38479H/65D,
11,Logan Forsythe,32,CI,-0.4,101,367,317,38,72,17,1,7,39,2,0,44,100,.227,.325,.353,.678,73,.310,76,112,8,3,0,2,0,356H/4,
12,Hunter Pence,36,DH,1.6,83,316,286,53,85,17,1,18,59,6,1,26,69,.297,.358,.552,.910,126,.386,128,158,2,2,0,2,0,D7H/9,AS
13,Joey Gallo*,25,OF,3.1,70,297,241,54,61,15,1,22,49,4,2,52,114,.253,.389,.598,.986,145,.398,139,144,0,2,1,1,4,87/D,AS
14,Isiah Kiner-Falefa,24,UT,-0.2,65,222,202,23,48,12,1,1,21,3,0,14,49,.238,.299,.322,.620,58,.276,50,65,9,4,1,1,0,25/HD,
15,Nick Solak,24,DH,0.7,33,135,116,19,34,6,1,5,17,2,0,15,29,.293,.393,.491,.884,123,.397,136,57,2,4,0,0,1,D5/4H,
16,Jose Trevino,26,C,0.0,40,126,120,18,31,9,0,2,13,0,0,3,27,.258,.272,.383,.655,64,.302,71,46,6,0,1,2,0,2/H,
